Table for -1
0.749587	0.250413	
0.782645	0.217355	
0.806612	0.193388	
0.847934	0.152066	
0.813223	0.186777	
0.297521	0.702479	
0.919835	0.0801653	
0.977686	0.022314	
0.983471	0.0165289	
0.938843	0.061157	
0.955372	0.0446281	
1	
0.999174	0.000826446	
0.8	0.2	
0.804132	0.195868	
0.802479	0.197521	
0.791736	0.208264	
0.801653	0.198347	
0.87438	0.12562	
0.761157	0.238843	
0.953719	0.046281	
0.632231	0.367769	
0.995041	0.00495868	
0.96281	0.0371901	
0.970248	0.0297521	
0.979339	0.0206612	
0.973554	0.0264463	
0.98843	0.0115702	
0.971901	0.0280992	
0.994215	0.00578512	
0.970248	0.0297521	
0.996694	0.00330579	
0.980165	0.0198347	
0.995868	0.00413223	
0.835537	0.164463	
0.632231	0.367769	
0.761157	0.238843	
0.933058	0.0669421	
0.838017	0.161983	
0.655372	0.344628	
0.850413	0.149587	
0.584298	0.415702	
0.963636	0.0363636	
0.96281	0.0371901	
0.984298	0.0157025	
0.999174	0.000826446	
0.973554	0.0264463	
0.87438	0.12562	
0.873554	0.126446	
0.886777	0.113223	
0.927273	0.0727273	
0.899174	0.100826	
0.95124	0.0487603	
0.932231	0.0677686	
0.882645	0.117355	
0.961157	0.038843	
0.93719	0.0628099	
0.994215	0.00578512	
0.979339	0.0206612	
1	
0.968595	0.031405	
0.81157	0.18843	
0.693388	0.306612	
0.682645	0.317355	
0.955372	0.0446281	
0.88843	0.11157	
0.159504	0.840496	
0.971074	0.0289256	
0.980165	0.0198347	
0.995041	0.00495868	
0.894215	0.105785	
0.628926	0.371074	
0.371074	0.628926	
0.0454545	0.954545	
0.954545	0.0454545	
0.038843	0.961157	
0.961157	0.038843	
0.78843	0.21157	
0.927273	0.0727273	
0.529752	0.470248	
0.940496	0.0595041	
0.81405	0.18595	
0.112397	0.887603	
0.998347	0.00165289	
0.995868	0.00413223	
0.993388	0.00661157	
0.995041	0.00495868	
0.996694	0.00330579	
1	
0.996694	0.00330579	
1	0	
0.999174	0.000826446	
0.996694	0.00330579	
0.998347	0.00165289	
0.997521	0.00247934	
1	
0.999174	0.000826446	
0.999174	0.000826446	
0.998347	0.00165289	
0.995041	0.00495868	
0.998347	0.00165289	
0.997521	0.00247934	
0.97686	0.0231405	
1	0	
0.999174	0.000826446	
0.999174	0.000826446	
0.997521	0.00247934	
0.999174	0.000826446	
0.999174	0.000826446	
0.997521	0.00247934	
1	
0.998347	0.00165289	
0.999174	0.000826446	
0.995041	0.00495868	
0.999174	0.000826446	
1	
0.998347	0.00165289	
1	0	
0.993388	0.00661157	
1	
1	
1	
1	
Table for +1
0.987342	0.0126582	
0.865823	0.134177	
0.759494	0.240506	
0.688608	0.311392	
0.698734	0.301266	
0.422785	0.577215	
0.888608	0.111392	
0.916456	0.0835443	
0.949367	0.0506329	
0.896203	0.103797	
0.944304	0.0556962	
1	
1	0	
0.789873	0.210127	
0.779747	0.220253	
0.807595	0.192405	
0.789873	0.210127	
0.832911	0.167089	
0.726582	0.273418	
0.850633	0.149367	
0.987342	0.0126582	
0.744304	0.255696	
0.949367	0.0506329	
0.974684	0.0253165	
0.941772	0.0582278	
0.997468	0.00253165	
0.992405	0.00759494	
1	0	
0.893671	0.106329	
1	0	
0.992405	0.00759494	
0.949367	0.0506329	
1	0	
1	0	
0.96962	0.0303797	
0.744304	0.255696	
0.850633	0.149367	
0.916456	0.0835443	
0.518987	0.481013	
0.139241	0.860759	
0.95443	0.0455696	
0.931646	0.0683544	
0.98481	0.0151899	
0.994937	0.00506329	
0.997468	0.00253165	
0.997468	0.00253165	
0.959494	0.0405063	
0.898734	0.101266	
0.982278	0.0177215	
0.893671	0.106329	
0.739241	0.260759	
0.787342	0.212658	
0.977215	0.0227848	
0.95443	0.0455696	
0.931646	0.0683544	
0.967089	0.0329114	
0.95443	0.0455696	
1	0	
0.972152	0.0278481	
1	
0.898734	0.101266	
0.992405	0.00759494	
0.237975	0.762025	
0.896203	0.103797	
1	0	
0.974684	0.0253165	
0.0860759	0.913924	
0.974684	0.0253165	
1	0	
0.997468	0.00253165	
0.941772	0.0582278	
0.840506	0.159494	
0.159494	0.840506	
0.222785	0.777215	
0.777215	0.222785	
0.101266	0.898734	
0.898734	0.101266	
0.931646	0.0683544	
0.939241	0.0607595	
0.579747	0.420253	
0.908861	0.0911392	
0.640506	0.359494	
0.0886076	0.911392	
0.997468	0.00253165	
0.997468	0.00253165	
1	0	
0.992405	0.00759494	
0.994937	0.00506329	
1	
0.994937	0.00506329	
0.994937	0.00506329	
0.997468	0.00253165	
0.997468	0.00253165	
1	0	
0.997468	0.00253165	
1	
1	0	
0.994937	0.00506329	
0.992405	0.00759494	
0.997468	0.00253165	
1	0	
1	0	
0.994937	0.00506329	
0.997468	0.00253165	
1	0	
1	0	
1	0	
1	0	
0.997468	0.00253165	
0.997468	0.00253165	
1	
0.997468	0.00253165	
1	0	
1	0	
1	0	
1	
1	0	
0.997468	0.00253165	
1	0	
1	
1	
1	
1	
